"id","activity_id","start_time","end_time","date"
388,655,"21:26:00","13:37:00","2024-07-31"
389,692,"01:05:00","08:45:00","2024-08-20"
390,509,"05:12:00","04:01:00","2024-02-26"
391,814,"19:29:00","04:25:00","2024-09-14"
392,902,"08:03:00","05:12:00","2024-10-23"
393,1102,"06:55:00","05:36:00","2024-08-22"
394,717,"16:31:00","05:03:00","2024-08-23"
395,809,"18:19:00","19:38:00","2024-11-25"
396,422,"16:48:00","06:10:00","2024-03-28"
397,589,"13:02:00","05:07:00","2024-06-07"
398,735,"10:54:00","11:31:00","2024-03-12"
399,641,"10:18:00","11:06:00","2024-04-21"
400,748,"11:58:00","14:38:00","2024-06-04"
401,653,"02:55:00","18:32:00","2024-10-18"
402,586,"18:13:00","12:35:00","2024-06-12"
403,500,"17:28:00","12:56:00","2024-04-13"
404,488,"05:02:00","03:44:00","2024-07-25"
405,1121,"02:49:00","14:50:00","2024-05-28"
406,1055,"10:25:00","05:48:00","2024-04-08"
407,398,"17:14:00","07:27:00","2024-08-20"
408,449,"12:29:00","16:03:00","2024-03-26"
409,1114,"13:14:00","16:37:00","2024-08-09"
410,416,"12:15:00","07:38:00","2024-03-15"
411,1015,"07:44:00","11:21:00","2024-06-20"
412,765,"06:22:00","06:58:00","2024-09-03"
413,733,"02:55:00","06:56:00","2024-11-27"
414,532,"10:32:00","02:41:00","2024-04-29"
415,818,"02:38:00","23:52:00","2024-09-07"
416,627,"17:43:00","20:57:00","2024-08-28"
417,467,"06:46:00","04:31:00","2023-12-20"
418,692,"12:13:00","22:18:00","2024-02-24"
419,494,"02:47:00","20:55:00","2024-10-06"
420,558,"08:32:00","21:35:00","2024-04-09"
421,504,"20:22:00","08:56:00","2024-09-12"
422,477,"18:47:00","17:29:00","2024-11-01"
423,487,"20:39:00","19:13:00","2024-07-27"
424,940,"08:39:00","11:54:00","2024-03-08"
425,611,"02:27:00","14:15:00","2024-08-01"
426,982,"15:30:00","01:30:00","2024-07-16"
427,886,"06:36:00","04:26:00","2024-10-23"
428,894,"21:48:00","00:49:00","2024-01-31"
429,858,"06:10:00","19:05:00","2024-05-08"
430,444,"13:36:00","21:35:00","2024-10-02"
431,1116,"02:55:00","14:02:00","2023-12-29"
432,972,"08:05:00","04:53:00","2024-05-16"
433,1102,"15:19:00","03:34:00","2024-05-12"
434,784,"09:07:00","04:22:00","2024-08-26"
435,989,"05:00:00","23:31:00","2024-04-12"
436,767,"03:50:00","07:33:00","2024-06-17"
437,493,"07:07:00","12:49:00","2024-01-24"
438,914,"15:54:00","18:23:00","2024-11-23"
439,597,"11:24:00","15:02:00","2024-03-01"
440,900,"07:27:00","11:48:00","2024-11-20"
441,420,"14:04:00","00:01:00","2024-10-31"
442,979,"02:58:00","03:47:00","2024-06-27"
443,1014,"11:01:00","23:10:00","2024-09-30"
444,555,"14:05:00","19:47:00","2024-04-09"
445,844,"05:49:00","23:37:00","2024-05-21"
446,514,"08:00:00","11:58:00","2024-05-08"
447,942,"10:51:00","07:58:00","2024-06-30"
448,536,"09:49:00","03:19:00","2024-06-07"
449,442,"01:15:00","05:50:00","2024-04-24"
450,751,"18:56:00","13:08:00","2024-02-23"
451,594,"03:25:00","07:57:00","2024-03-03"
452,1031,"20:32:00","02:59:00","2024-02-07"
453,942,"03:27:00","18:07:00","2024-09-18"
454,579,"23:46:00","11:49:00","2024-03-17"
455,579,"17:17:00","09:24:00","2024-11-13"
456,440,"07:26:00","22:50:00","2024-02-10"
457,456,"01:57:00","00:25:00","2024-11-15"
458,691,"20:53:00","11:02:00","2024-08-05"
459,1089,"12:24:00","15:16:00","2024-03-21"
460,1036,"09:56:00","01:59:00","2023-12-28"
461,903,"07:49:00","21:19:00","2024-02-01"
462,639,"11:07:00","05:45:00","2024-09-03"
463,998,"13:43:00","18:52:00","2024-03-27"
464,872,"23:18:00","23:44:00","2024-02-17"
465,976,"18:21:00","16:31:00","2024-11-24"
466,610,"13:56:00","15:50:00","2024-05-01"
467,416,"14:54:00","23:56:00","2024-01-15"
468,521,"22:09:00","23:25:00","2023-12-18"
469,603,"07:05:00","06:40:00","2024-04-04"
470,857,"23:46:00","22:23:00","2024-06-13"
471,490,"15:35:00","16:55:00","2024-10-03"
472,1079,"16:14:00","20:24:00","2024-06-29"
473,812,"17:16:00","23:51:00","2024-08-24"
474,772,"15:32:00","22:34:00","2024-10-24"
475,722,"06:47:00","09:43:00","2024-10-29"
476,439,"08:26:00","03:26:00","2024-10-05"
477,1013,"04:28:00","22:08:00","2024-06-25"
478,701,"02:01:00","06:28:00","2024-09-04"
479,672,"10:21:00","04:01:00","2024-01-13"
480,817,"05:38:00","11:59:00","2024-09-21"
481,1124,"08:38:00","04:34:00","2024-08-16"
482,877,"05:46:00","14:45:00","2024-05-22"
483,1009,"20:50:00","19:13:00","2024-07-02"
484,549,"22:35:00","12:30:00","2024-07-01"
485,794,"19:28:00","20:33:00","2024-06-26"
486,633,"11:54:00","10:06:00","2023-12-19"
487,442,"09:08:00","00:32:00","2024-04-30"
488,560,"08:48:00","13:54:00","2024-07-23"
489,459,"06:44:00","08:26:00","2024-09-04"
490,955,"08:58:00","14:01:00","2024-10-02"
491,1071,"10:26:00","17:11:00","2024-04-17"
492,674,"08:07:00","14:18:00","2024-01-07"
493,1009,"17:51:00","05:43:00","2024-12-02"
494,790,"13:31:00","00:53:00","2024-01-25"
495,928,"14:38:00","21:40:00","2024-05-18"
496,890,"20:59:00","12:30:00","2024-07-31"
497,652,"12:24:00","23:12:00","2024-01-23"
498,1094,"17:31:00","11:40:00","2024-04-03"
499,1044,"17:23:00","00:26:00","2023-12-17"
500,709,"20:56:00","13:47:00","2024-02-25"
501,1119,"00:06:00","18:34:00","2024-02-23"
502,740,"18:14:00","01:09:00","2024-04-11"
503,1106,"23:39:00","05:09:00","2024-05-04"
504,398,"09:08:00","20:17:00","2023-12-19"
505,458,"20:59:00","00:28:00","2024-06-24"
506,672,"14:32:00","20:11:00","2024-08-08"
507,543,"06:28:00","20:32:00","2024-05-18"
508,1077,"07:22:00","15:25:00","2024-03-26"
509,513,"19:08:00","14:17:00","2024-05-27"
510,727,"18:16:00","15:30:00","2024-01-21"
511,1000,"08:49:00","08:01:00","2024-10-12"
512,888,"23:20:00","07:12:00","2024-03-28"
513,810,"16:10:00","14:05:00","2024-01-28"
514,434,"00:21:00","11:52:00","2024-01-17"
515,797,"16:13:00","18:09:00","2024-10-01"
516,882,"17:54:00","17:01:00","2024-06-25"
517,558,"14:52:00","21:02:00","2024-09-22"
518,413,"16:35:00","04:09:00","2024-05-10"
519,621,"18:21:00","02:16:00","2024-03-28"
520,752,"16:31:00","18:02:00","2024-02-24"
521,417,"01:08:00","22:15:00","2024-04-02"
522,722,"22:52:00","06:21:00","2024-11-21"
523,1042,"03:43:00","16:19:00","2024-09-14"
524,656,"13:10:00","17:09:00","2024-07-20"
525,406,"15:12:00","15:07:00","2024-01-14"
526,399,"22:44:00","01:15:00","2024-06-28"
527,792,"13:05:00","11:36:00","2024-06-04"
528,1070,"20:52:00","18:46:00","2024-11-14"
529,1093,"03:19:00","03:26:00","2024-12-11"
530,796,"18:01:00","12:00:00","2024-04-21"
531,1020,"07:10:00","09:54:00","2024-04-28"
532,408,"12:47:00","06:01:00","2024-09-01"
533,498,"16:03:00","11:01:00","2024-03-21"
534,789,"07:13:00","15:46:00","2024-09-19"
535,455,"16:41:00","19:52:00","2024-04-04"
536,1003,"18:12:00","21:16:00","2024-08-03"
537,439,"02:17:00","03:15:00","2024-07-12"
538,1080,"02:05:00","07:15:00","2024-03-01"
539,966,"05:50:00","09:48:00","2024-07-13"
540,1049,"21:07:00","19:25:00","2024-12-06"
541,707,"10:06:00","01:47:00","2024-08-23"
542,968,"10:06:00","13:11:00","2024-01-06"
543,591,"06:17:00","01:31:00","2024-01-27"
544,402,"20:47:00","07:12:00","2024-07-01"
545,403,"21:30:00","09:19:00","2024-10-21"
546,816,"12:23:00","05:47:00","2024-10-23"
547,750,"06:32:00","18:58:00","2024-05-30"
548,876,"06:05:00","22:44:00","2023-12-22"
549,754,"03:00:00","05:49:00","2024-08-05"
550,487,"06:39:00","18:53:00","2024-05-28"
551,439,"12:29:00","10:54:00","2024-09-16"
552,698,"04:17:00","19:40:00","2024-05-20"
553,947,"16:59:00","21:43:00","2024-04-25"
554,417,"06:22:00","02:11:00","2024-01-11"
