activity_instance_id,member_id
1913,2542
2827,3728
707,238
3441,4037
1680,1845
399,3070
99,2142
2565,3701
3334,1503
2712,2743
3846,3883
2321,322
595,69
50,3129
3972,2263
2212,466
3491,3534
996,2321
2082,4514
2898,3544
1342,1449
2410,4395
1537,4715
202,2336
1692,188
428,2217
120,2222
729,803
3252,3523
682,576
2619,2091
3353,1624
3516,696
3528,122
1538,3532
3910,3572
2438,130
2083,87
3293,129
3128,2722
2355,4006
585,3187
984,3557
345,4492
3989,1159
1839,3822
285,866
2502,1736
2128,174
1370,1940
3511,2042
2071,2601
3032,1896
1515,2586
2171,2210
1949,2344
1294,946
1567,4249
1952,4571
22,2946
1666,2882
3694,210
1925,1959
2991,1092
1096,3292
768,1073
3569,2614
3811,1895
3209,4702
1210,2137
3855,415
2168,1196
1198,4062
1564,708
3842,1051
2061,4638
1124,907
3594,1682
3720,6
2606,3252
1319,3975
434,810
1330,4027
2484,4276
2158,300
3897,4369
3137,542
1491,332
1574,3800
2891,1372
3385,1059
255,4475
1717,1108
1976,4910
3546,2816
3002,168
2411,302
2925,3688
27,675
1948,1935
1830,2394
3142,65
69,1811
1942,285
1651,4901
3354,598
2068,2381
2664,1382
3437,1781
1265,673
3623,3660
975,1321
65,2181
2238,1448
1313,4880
2724,2144
300,4965
545,2852
1852,4099
3982,1004
858,4678
485,399
1372,3037
2767,4992
3967,4736
3163,4033
503,1187
704,2794
1499,1287
998,3245
226,1229
974,2094
3964,2414
2272,4055
2480,2824
2716,2483
2773,2575
1918,4551
1335,900
271,4464
2652,359
363,3002
588,930
171,3183
656,1359
3246,3119
1048,11
152,3089
3859,1132
3536,2738
1145,472
3306,3426
743,3029
2856,2259
2992,4601
508,2628
1196,4665
1156,1588
1978,3750
2742,1062
1193,3441
84,132
90,96
1539,1981
2397,761
1440,1401
3254,4784
1247,2190
1737,4542
888,2328
2777,3978
3560,2342
791,897
3116,4686
2804,3577
1431,2329
2562,2800
1292,4025
665,4467
226,4041
2,2131
1606,3930
2961,281
73,1213
1666,1304
516,3247
1944,2704
555,107
1989,2459
2793,2254
203,4967
1207,2879
949,3438
1831,4635
331,3935
1935,1225
2632,4533
545,2762
801,478
1191,4771
2989,970
2781,3529
3687,3905
1101,1313
1943,90
723,2746
2973,4742
288,1312
1739,173
651,4624
2519,4219
1075,433
3416,4192
2749,1330
503,4311
1749,3019
2987,1266
1601,3227
431,1184
908,2768
3203,1706
3049,4708
3307,2678
