activity_id,start_time,end_time,date
1034,9:15 AM,4:15 AM,12/19/2020
551,4:45 PM,6:16 AM,4/25/2022
998,6:22 AM,11:20 AM,5/19/2019
1072,9:29 AM,6:33 PM,11/22/2020
967,2:26 AM,7:43 PM,1/16/2020
443,7:14 AM,11:47 AM,1/5/2020
562,8:08 PM,10:55 AM,1/21/2019
915,5:46 AM,4:37 AM,11/18/2020
1097,11:53 AM,5:26 AM,5/11/2021
461,1:22 PM,10:50 AM,3/3/2021
1022,6:59 AM,3:56 AM,6/25/2022
786,1:57 AM,2:45 AM,4/10/2021
756,3:13 PM,5:49 AM,8/16/2022
1060,2:59 PM,8:32 AM,7/29/2020
454,2:07 AM,2:57 AM,1/26/2020
473,6:12 AM,3:43 PM,7/17/2019
473,4:59 AM,4:01 PM,9/21/2020
753,3:41 PM,4:02 PM,2/4/2019
1096,12:16 AM,9:02 AM,12/13/2022
426,7:09 AM,4:01 PM,2/11/2022
939,11:13 PM,9:25 PM,3/20/2022
410,4:35 PM,4:19 AM,10/5/2019
763,11:15 PM,12:30 AM,5/16/2022
678,8:30 AM,2:44 AM,3/24/2019
951,7:37 AM,3:25 AM,7/12/2019
658,10:08 AM,7:19 AM,1/5/2019
1018,3:56 AM,6:16 AM,8/29/2021
686,5:36 PM,3:39 AM,1/18/2019
789,4:24 PM,1:15 PM,2/8/2020
825,1:01 PM,6:19 PM,3/16/2021
974,11:53 PM,9:23 PM,5/24/2021
997,1:37 PM,5:52 AM,4/30/2020
532,12:44 AM,12:48 PM,5/18/2020
440,8:43 AM,1:07 AM,10/27/2022
707,10:30 AM,4:12 AM,1/14/2022
757,4:35 AM,6:42 AM,5/11/2022
624,4:49 AM,10:55 AM,6/1/2021
935,12:59 AM,5:35 PM,1/30/2021
819,12:23 PM,5:50 AM,11/13/2020
1100,5:46 AM,3:33 PM,9/29/2022
459,6:21 AM,11:56 PM,11/8/2020
865,10:10 PM,7:57 AM,9/26/2020
1015,5:15 PM,7:02 PM,12/12/2019
967,6:04 PM,2:37 AM,7/9/2020
826,7:08 PM,12:36 PM,8/31/2022
901,8:46 PM,6:18 PM,7/31/2019
568,8:33 AM,1:54 AM,6/15/2019
694,8:39 AM,12:48 AM,3/22/2021
962,11:08 AM,9:41 PM,3/21/2019
1046,11:41 AM,12:38 PM,5/26/2021
845,8:05 PM,5:13 PM,5/13/2020
1019,10:55 PM,12:51 PM,9/13/2020
836,2:02 PM,6:37 PM,4/4/2021
766,6:59 PM,6:52 PM,5/1/2021
685,3:30 PM,3:22 AM,11/10/2020
1074,4:16 PM,1:45 AM,7/14/2019
1030,11:58 AM,6:47 PM,12/18/2020
977,3:32 PM,10:07 PM,12/18/2020
716,4:05 AM,12:52 PM,4/12/2019
979,2:08 PM,7:38 AM,1/1/2022
845,1:21 PM,12:21 AM,8/10/2021
1123,10:13 PM,9:27 PM,9/4/2022
969,9:42 PM,10:18 PM,12/29/2020
418,9:40 PM,10:29 AM,9/16/2021
654,8:13 AM,6:42 AM,7/28/2020
418,3:21 AM,8:15 AM,2/12/2019
742,9:24 PM,9:38 PM,5/25/2020
979,5:24 PM,4:50 PM,9/16/2019
623,12:41 PM,11:34 PM,10/22/2019
927,5:03 PM,2:13 AM,5/9/2019
1117,11:41 AM,10:43 PM,4/22/2019
1027,5:10 AM,5:47 AM,3/24/2022
1001,9:04 AM,9:31 PM,1/7/2021
1074,6:51 AM,9:30 PM,10/14/2019
987,5:05 AM,9:33 PM,12/15/2019
466,6:28 AM,3:35 PM,2/21/2021
646,11:13 PM,2:40 AM,7/19/2019
1095,7:11 PM,7:14 AM,10/3/2021
954,2:17 AM,9:34 AM,9/9/2022
506,9:36 PM,11:01 AM,2/28/2022
425,1:59 PM,12:11 AM,2/18/2020
969,9:33 PM,8:17 AM,12/23/2022
1102,7:03 AM,11:09 AM,8/2/2022
736,5:20 AM,6:09 AM,3/11/2021
397,10:07 PM,2:52 PM,3/14/2022
531,1:57 PM,4:36 PM,9/25/2020
715,9:55 PM,1:10 AM,11/29/2020
875,4:42 AM,3:35 AM,10/10/2020
515,10:42 PM,10:39 AM,3/27/2021
622,1:27 PM,11:41 AM,10/30/2021
968,9:53 PM,3:37 PM,5/13/2019
728,2:46 AM,3:27 PM,1/16/2022
711,2:04 AM,1:47 AM,6/21/2019
737,2:11 AM,11:01 AM,3/29/2021
664,2:53 AM,6:12 PM,10/24/2019
829,2:54 AM,10:48 AM,11/11/2022
788,8:53 AM,10:25 PM,2/28/2019
756,4:28 PM,5:33 PM,8/22/2022
692,8:27 AM,3:47 AM,1/28/2019
599,9:46 PM,3:14 AM,1/24/2022
544,9:34 AM,8:07 AM,7/17/2020
810,3:03 AM,6:28 PM,10/7/2022
1004,1:33 AM,11:27 PM,7/23/2020
624,9:55 PM,1:12 AM,4/3/2019
739,10:02 AM,10:40 PM,11/25/2022
969,9:34 AM,11:15 PM,8/11/2019
517,8:02 PM,1:27 AM,2/12/2021
862,4:23 PM,1:13 AM,10/8/2021
1080,3:45 AM,12:46 PM,8/21/2020
399,8:23 PM,12:37 AM,1/8/2020
1003,11:25 AM,6:43 AM,2/28/2022
913,9:13 PM,9:43 AM,4/26/2022
886,3:46 PM,8:14 AM,3/2/2021
866,8:49 PM,2:31 PM,3/11/2021
1073,2:30 AM,6:27 AM,4/1/2022
404,5:00 AM,8:34 AM,3/29/2021
1085,2:55 PM,3:09 AM,11/11/2021
1097,8:21 AM,9:35 AM,6/7/2022
430,11:29 AM,7:27 PM,12/31/2019
810,10:24 AM,4:38 AM,7/24/2019
742,3:48 PM,7:00 AM,4/4/2022
776,7:33 PM,9:38 AM,6/16/2019
1069,11:07 PM,7:42 PM,10/24/2019
639,4:08 AM,10:59 AM,1/12/2020
523,2:59 PM,8:58 PM,9/21/2021
928,4:05 AM,12:08 PM,2/7/2021
611,6:49 PM,9:10 PM,3/22/2022
1090,11:07 PM,11:47 AM,5/9/2019
858,12:28 AM,1:43 PM,5/30/2021
401,7:36 AM,6:10 PM,5/10/2020
488,4:29 AM,8:02 PM,3/28/2020
525,7:13 PM,3:23 AM,2/6/2019
1093,3:19 AM,11:20 PM,1/17/2020
689,8:22 AM,6:01 AM,7/22/2020
1102,3:04 AM,5:30 AM,8/20/2019
579,8:52 AM,2:07 AM,2/6/2019
1110,9:55 AM,12:28 AM,10/12/2021
973,5:24 AM,10:31 AM,9/15/2022
536,4:21 PM,3:36 PM,10/28/2020
563,10:55 AM,10:56 AM,7/7/2020
773,9:27 PM,3:27 PM,9/15/2020
1049,4:54 PM,5:26 PM,3/23/2019
973,6:46 PM,3:57 AM,5/30/2020
816,5:48 AM,12:05 PM,11/10/2022
836,3:09 PM,8:31 AM,5/15/2021
782,1:15 PM,12:53 PM,11/29/2019
470,8:26 AM,8:34 AM,9/22/2020
547,3:17 PM,5:05 PM,11/28/2019
444,6:00 AM,4:08 AM,10/2/2022
719,2:54 AM,5:26 AM,11/7/2022
590,6:32 AM,4:03 PM,5/19/2022
639,6:00 AM,5:37 PM,1/29/2021
682,6:06 PM,10:16 PM,5/25/2019
437,9:37 AM,2:15 AM,5/25/2019
925,1:43 PM,2:07 PM,3/28/2019
411,10:31 PM,1:12 PM,1/5/2021
680,4:44 PM,2:49 PM,6/27/2021
658,7:42 AM,9:16 AM,3/22/2019
930,12:20 AM,12:56 AM,3/30/2021
590,5:16 AM,11:04 AM,4/19/2019
996,6:13 AM,3:00 AM,11/13/2019
993,4:20 PM,3:08 AM,8/14/2020
469,6:49 AM,8:03 PM,11/3/2019
930,10:54 PM,11:00 AM,11/29/2021
631,3:51 PM,9:40 PM,7/25/2019
567,7:57 PM,12:25 AM,5/1/2020
625,8:37 AM,10:11 AM,7/20/2021
640,10:23 AM,6:47 AM,2/10/2021
592,9:37 PM,3:17 PM,4/19/2021
789,7:11 AM,7:46 AM,10/23/2020
725,6:19 PM,3:54 PM,10/19/2019
515,3:22 PM,10:03 AM,3/1/2021
553,5:53 AM,9:58 AM,8/22/2019
916,10:20 AM,2:52 PM,1/31/2020
1092,8:13 AM,7:22 PM,4/13/2020
1074,11:41 AM,5:40 AM,4/26/2021
485,6:13 PM,5:53 AM,7/29/2022
651,8:30 AM,4:14 AM,1/10/2020
1055,1:31 AM,11:31 PM,9/15/2020
884,9:44 PM,3:50 PM,4/1/2022
854,8:24 PM,12:12 AM,1/1/2021
758,12:26 AM,6:28 AM,3/17/2022
958,7:57 PM,10:39 AM,9/29/2022
820,5:16 AM,1:47 AM,3/25/2021
975,2:41 PM,2:43 PM,8/18/2022
749,12:38 PM,2:26 PM,11/24/2022
536,7:34 AM,1:16 AM,5/12/2020
567,2:16 PM,4:17 AM,12/22/2021
721,9:23 AM,1:03 AM,1/20/2021
1007,5:57 PM,4:58 PM,1/14/2022
566,3:07 PM,5:22 PM,3/26/2022
761,2:43 AM,10:13 PM,1/27/2020
558,7:24 AM,11:52 AM,4/21/2020
570,2:52 AM,7:16 AM,8/16/2022
833,4:22 AM,12:54 PM,3/20/2021
802,5:36 AM,7:03 AM,10/8/2020
1042,3:28 PM,7:44 AM,10/15/2019
781,8:09 AM,9:15 AM,6/26/2019
1109,4:01 AM,4:36 PM,2/16/2019
761,10:41 AM,3:40 PM,2/8/2021
800,1:51 PM,1:13 AM,3/18/2021
764,1:34 PM,8:42 AM,12/15/2019
676,9:34 PM,11:33 AM,6/19/2020
436,1:26 AM,1:23 PM,10/17/2021
569,6:59 AM,7:41 AM,6/21/2022
1076,7:41 PM,3:15 AM,1/3/2019
467,6:47 PM,3:13 AM,3/11/2021
630,11:24 PM,7:53 AM,2/5/2020
746,1:52 AM,8:42 PM,11/28/2020
681,2:40 AM,1:57 AM,3/7/2019
822,7:06 PM,12:01 PM,3/22/2020
486,4:14 PM,4:38 PM,5/8/2021
1120,6:38 AM,2:39 AM,8/27/2020
487,9:34 AM,8:41 AM,3/25/2019
597,2:58 AM,3:55 PM,1/28/2019
676,6:06 AM,7:01 AM,8/28/2020
736,8:58 AM,12:41 PM,8/5/2022
934,11:11 PM,2:54 PM,3/14/2020
801,8:30 AM,4:37 AM,11/27/2021
963,11:45 AM,9:52 PM,5/11/2021
653,11:11 AM,8:20 PM,6/7/2021
709,4:38 AM,4:42 PM,3/11/2021
706,10:59 AM,2:57 PM,5/17/2022
658,6:21 AM,12:53 PM,12/6/2022
806,5:56 PM,6:19 AM,9/28/2022
552,1:04 PM,8:41 AM,8/13/2019
654,10:18 PM,6:56 AM,9/30/2022
642,8:35 PM,4:00 PM,2/28/2019
475,1:28 PM,8:22 PM,9/4/2022
618,8:32 PM,4:56 AM,9/27/2021
1098,11:20 PM,4:46 PM,7/9/2021
995,8:40 PM,9:13 PM,11/18/2019
1095,8:39 PM,7:05 PM,10/26/2019
1043,8:52 AM,10:40 PM,10/10/2021
879,11:30 PM,8:02 AM,11/13/2020
591,7:39 PM,5:48 AM,3/8/2020
733,3:44 PM,9:51 PM,3/20/2019
415,9:02 AM,10:56 PM,2/4/2019
1031,1:12 AM,5:09 PM,11/7/2020
688,9:27 AM,12:44 PM,8/7/2021
718,11:41 AM,6:42 PM,8/1/2022
983,2:03 AM,7:31 PM,8/25/2022
858,7:07 AM,5:48 AM,4/3/2019
1007,9:43 PM,9:36 PM,8/25/2019
1062,6:11 PM,7:09 AM,8/14/2022
585,10:18 PM,9:16 AM,2/5/2020
732,1:28 AM,7:01 PM,6/29/2019
963,5:55 AM,7:19 PM,8/16/2020
1031,7:38 AM,8:49 AM,10/22/2020
637,3:38 PM,11:36 AM,4/23/2021
419,2:24 PM,8:51 AM,5/28/2020
735,1:13 PM,2:28 PM,11/14/2020
592,3:39 AM,8:21 PM,7/19/2019
574,4:50 PM,2:23 PM,2/11/2019
735,6:29 PM,11:37 AM,2/22/2019
1113,6:56 AM,10:03 AM,8/24/2019
688,5:07 AM,11:38 PM,1/15/2022
748,4:00 PM,6:19 PM,12/6/2020
1032,8:23 AM,4:05 PM,2/5/2019
459,1:45 AM,11:06 AM,9/21/2022
576,3:44 AM,1:53 PM,4/3/2022
944,3:37 PM,11:19 AM,3/14/2019
606,8:13 AM,9:31 AM,3/7/2019
816,1:55 PM,6:03 PM,5/30/2019
627,6:04 AM,4:13 AM,1/7/2019
611,8:14 AM,5:24 PM,12/3/2019
1065,6:51 AM,11:14 PM,3/12/2020
519,4:33 AM,7:40 AM,1/16/2020
1071,7:45 PM,8:46 AM,2/4/2019
896,8:20 AM,7:26 PM,9/21/2022
410,9:57 AM,5:07 AM,4/1/2019
451,2:45 PM,5:51 AM,7/5/2021
749,2:47 AM,4:54 AM,8/11/2021
587,2:10 AM,1:40 PM,4/27/2022
1043,8:34 AM,2:15 PM,11/19/2022
676,1:07 AM,9:43 AM,4/16/2021
721,4:38 AM,7:03 AM,9/7/2019
674,4:51 PM,5:39 PM,11/9/2022
723,9:36 PM,9:14 AM,8/24/2019
933,6:34 AM,12:26 PM,9/12/2019
913,11:50 PM,3:11 AM,2/16/2021
439,9:15 PM,6:09 AM,8/12/2020
609,3:41 AM,9:11 PM,5/6/2020
938,9:09 AM,2:13 AM,9/24/2021
644,4:13 PM,3:27 PM,5/19/2019
929,6:37 PM,3:09 PM,2/5/2019
405,9:21 AM,3:28 AM,12/20/2022
907,6:12 AM,10:53 PM,3/30/2020
915,10:46 PM,1:32 PM,1/20/2019
525,11:33 PM,9:58 AM,2/25/2020
760,9:51 PM,7:12 AM,7/21/2019
587,3:58 PM,12:04 AM,9/27/2019
608,3:51 AM,7:30 AM,8/27/2021
499,9:04 PM,4:31 AM,12/23/2020
1003,6:05 PM,3:34 AM,12/22/2021
534,12:37 AM,8:59 PM,9/21/2021
402,9:56 AM,1:22 PM,8/15/2021
934,9:31 PM,12:58 AM,2/13/2019
1029,6:08 PM,4:22 AM,12/8/2021
729,9:33 AM,2:03 PM,12/15/2022
749,8:04 PM,8:05 AM,5/28/2022
1019,1:07 AM,1:34 AM,1/23/2020
936,5:04 PM,12:55 PM,4/6/2021
955,6:51 AM,12:55 AM,9/10/2022
789,7:30 PM,8:21 PM,1/26/2021
832,6:03 PM,11:55 AM,4/13/2020
511,3:20 PM,3:32 PM,11/3/2021
531,9:00 PM,7:35 AM,9/18/2022
927,1:12 PM,6:51 PM,12/14/2022
932,5:53 AM,11:45 PM,4/28/2022
545,3:05 AM,5:02 PM,6/26/2022
689,2:55 AM,10:53 AM,1/23/2021
1053,7:35 PM,2:57 PM,12/22/2021
712,3:49 PM,2:17 PM,7/30/2020
482,7:11 PM,8:50 PM,3/21/2021
979,9:41 PM,4:46 PM,4/18/2019
743,11:03 PM,3:36 PM,11/13/2022
1031,3:13 PM,7:05 AM,7/29/2022
726,12:56 AM,6:27 AM,8/3/2022
470,10:07 PM,1:59 PM,5/8/2019
1010,4:47 AM,12:13 PM,6/5/2020
725,11:08 PM,7:31 PM,4/14/2019
510,9:08 AM,4:39 PM,9/19/2022
866,10:19 AM,9:30 PM,10/9/2020
787,12:35 AM,5:14 AM,5/27/2021
899,11:03 PM,2:22 AM,3/15/2020
942,11:12 AM,5:44 AM,3/19/2022
991,11:54 AM,1:30 AM,5/13/2022
850,4:13 PM,10:05 AM,9/10/2021
1085,6:51 AM,9:44 AM,7/11/2021
1088,1:07 AM,9:01 PM,5/21/2022
725,2:57 AM,9:07 PM,3/22/2020
797,5:50 PM,6:47 PM,4/3/2020
683,1:51 PM,10:22 AM,10/17/2019
612,7:55 PM,5:23 AM,5/31/2021
783,6:29 PM,11:57 PM,5/26/2020
692,9:32 AM,10:39 AM,8/23/2021
507,4:58 AM,9:44 AM,5/20/2019
1120,12:14 PM,6:14 PM,2/14/2021
763,4:19 AM,2:32 PM,6/19/2021
791,7:54 AM,1:31 PM,8/2/2021
524,11:24 PM,7:05 AM,11/14/2019
915,8:38 AM,7:28 AM,11/26/2019
909,6:57 PM,10:09 AM,10/27/2019
595,3:04 PM,2:50 AM,5/13/2022
444,4:45 PM,5:32 PM,8/2/2019
990,1:33 AM,11:07 AM,1/6/2021
1061,5:21 PM,6:02 AM,11/13/2021
1063,5:20 AM,3:54 AM,1/16/2020
903,9:11 PM,4:08 AM,5/9/2019
665,3:27 PM,8:43 PM,7/12/2019
648,1:49 PM,7:43 PM,10/7/2021
714,4:09 AM,6:34 PM,9/21/2022
759,10:25 AM,10:19 AM,2/21/2019
489,7:21 PM,12:49 AM,2/23/2019
604,6:24 AM,5:27 PM,3/29/2021
487,6:24 AM,9:16 PM,1/6/2022
946,2:08 AM,3:26 AM,5/5/2021
613,5:39 AM,12:04 AM,10/23/2021
404,12:27 PM,5:15 PM,7/16/2019
841,3:33 PM,2:10 PM,9/15/2022
713,6:21 PM,6:13 AM,1/1/2019
1028,5:33 AM,1:42 PM,3/17/2019
762,4:50 AM,10:55 AM,12/17/2019
511,8:59 AM,2:51 AM,1/18/2019
851,4:41 PM,11:18 PM,2/11/2022
504,7:17 PM,6:14 PM,3/15/2019
1044,9:55 PM,3:32 AM,7/30/2019
726,10:54 PM,6:58 AM,3/29/2022
426,11:40 AM,4:39 AM,5/30/2019
947,6:56 AM,4:24 AM,9/24/2019
1062,8:46 AM,6:03 AM,6/25/2019
570,2:51 PM,5:52 AM,7/20/2020
701,4:53 AM,1:05 AM,6/24/2022
750,12:12 PM,9:05 PM,3/8/2020
478,9:24 AM,9:22 AM,7/16/2019
686,8:03 PM,8:14 PM,6/3/2021
1020,6:07 PM,7:36 AM,2/6/2020
728,11:43 PM,4:12 AM,7/14/2020
792,9:41 PM,2:19 AM,2/28/2020
493,2:55 PM,10:23 AM,2/28/2019
639,11:42 PM,12:08 PM,8/24/2021
450,8:17 AM,12:02 PM,11/2/2022
956,3:59 AM,5:33 PM,10/29/2020
872,6:12 PM,5:14 AM,11/16/2020
859,9:32 AM,11:46 PM,3/30/2019
552,3:13 AM,12:21 AM,12/31/2020
1021,5:13 AM,4:26 AM,8/3/2021
1061,9:34 PM,12:57 AM,10/25/2021
1079,10:32 PM,10:01 AM,9/2/2022
574,7:55 AM,12:41 AM,1/5/2020
636,5:57 PM,5:24 AM,8/12/2019
732,11:48 AM,12:00 PM,8/4/2022
972,11:35 AM,4:47 PM,8/2/2021
620,9:43 PM,10:50 PM,10/5/2022
513,9:31 PM,9:50 AM,12/3/2021
918,7:43 PM,8:42 PM,5/11/2022
504,4:16 AM,10:01 AM,12/5/2021
571,1:06 AM,10:08 PM,10/21/2022
1124,11:10 PM,6:01 PM,5/25/2019
403,9:08 PM,2:23 PM,12/25/2020
1080,7:13 PM,12:10 AM,6/6/2021
517,7:25 AM,1:47 PM,6/18/2019
642,2:26 AM,2:08 AM,7/10/2021
538,3:32 PM,11:34 AM,4/9/2021
806,5:43 PM,2:10 AM,10/22/2022
737,3:17 PM,12:20 AM,6/2/2020
475,1:49 AM,7:55 PM,5/30/2022
996,9:28 PM,11:33 PM,6/27/2020
1056,12:51 AM,9:24 AM,11/24/2020
952,11:41 PM,11:50 AM,5/21/2021
694,11:01 AM,5:21 AM,2/19/2019
872,7:08 PM,9:17 AM,11/11/2020
531,10:34 AM,10:07 AM,11/28/2021
613,1:24 PM,1:16 AM,11/11/2022
722,8:37 AM,11:54 AM,1/14/2019
653,6:03 AM,4:53 AM,3/18/2020
860,2:02 AM,11:36 PM,1/9/2022
1045,2:59 AM,8:29 AM,6/10/2021
791,12:03 PM,12:19 AM,11/19/2021
605,1:14 PM,5:08 PM,11/24/2021
1084,6:06 PM,12:23 PM,8/28/2020
680,11:10 AM,6:28 AM,12/7/2020
983,10:34 PM,5:56 PM,4/12/2020
937,7:28 AM,8:06 AM,10/3/2021
985,3:07 AM,6:10 AM,3/24/2019
548,5:42 PM,10:07 AM,1/29/2021
1111,10:49 AM,3:32 AM,11/23/2020
832,5:08 AM,9:42 PM,5/6/2021
959,2:49 AM,1:34 AM,5/20/2022
975,7:10 AM,4:35 PM,8/5/2020
932,11:02 AM,2:13 AM,6/20/2021
1048,3:20 PM,5:45 PM,3/28/2019
502,1:20 PM,12:31 AM,8/4/2020
887,4:14 PM,2:51 PM,10/18/2019
1080,11:38 PM,3:48 PM,9/9/2021
674,3:38 AM,9:17 AM,5/25/2020
618,9:45 PM,3:22 PM,5/19/2021
